stockid,year,ram_bmsy,assessid,stocklong,assessyear,scientificname,commonname,areaname,managementauthority,assessorfull,region,FisheryType,taxGroup,primary_FAOarea,primary_country,source
SARDPCOAST,2009,4.92688,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2010,3.47668,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2011,3.862706667,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2012,2.512153333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2013,1.335606667,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2014,0.763353333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2015,0.525666667,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; Tbest from RAM"
SARDPCOAST,2016,0.3471,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2017,0.31666,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2018,0.312746667,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2019,0.287506667,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2020,0.297673333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2021,0.97094,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2022,0.430533333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2023,0.41476,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2024,0.241266667,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
SARDPCOAST,2025,0.201053333,SWFSC-SARDPCOAST-2005-2021-SISIMP2024 ,Pacific sardine Pacific Coast,,Sardinops sagax,Pacific sardine,Pacific Coast,Pacific Coast National Marine Fisheries Service,US national management Southwest Fisheries Science Center,US West Coast,forage fish,forage fish,77,USA,"150,000 mt management threshold from: https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573; 1+Biomass from https://apps-st.fisheries.noaa.gov/stocksmart?stockname=Pacific%20sardine%20-%20Northern%20Subpopulation&stockid=10573"
,2020,1.15,,Botete,,Sphoeroides annulatus,,,,,,,,,,carta
,2015,1.45,,Botete,,Sphoeroides annulatus,,,,,,,,,,carta
,2000,1.4,,Botete,,Sphoeroides annulatus,,,,,,,,,,carta
,1995,1.4,,Curvina golfina,,Cynoscion othonopterus,,,,,,,,,,carta
,2008,1.5,,Curvina golfina,,Cynoscion othonopterus,,,,,,,,,,carta
,2020,1.2,,Curvina golfina,,Cynoscion othonopterus,,,,,,,,,,carta
,2020,1.1,,Red snappers,,Lutjanus sp.,,,,,,,,,,carta: snappers are regulated as one taxa
,2016,1.5,,Red snappers,,Lutjanus sp.,,,,,,,,,,carta: snappers are regulated as one taxa
,2020,1.1,,Cannonball jellyfish,,Stomolophus sp.,,,,,,,,,,carta
,2020,1.1,,Robalo,,Centropomus sp.,,,,,,,,,,carta: robalos are regulated as one group
,2000,1.4,,Robalo,,Centropomus sp.,,,,,,,,,,carta: robalos are regulated as one group
,2000,1.4,,Sierra del Pac’fico,,"Scomberomorus
sierra",,,,,,,,,,carta
,2014,1.5,,Sierra del Pac’fico,,"Scomberomorus
sierra",,,,,,,,,,carta
,2019,1.15,,Sierra del Pac’fico,,"Scomberomorus
sierra",,,,,,,,,,carta
,2020,0.9,,Green sea bass,,Paralabrax nebulifer,,,,,,,,,,carta: rough estimate from plot
,2019,0.89,,Green sea bass,,Paralabrax nebulifer,,,,,,,,,,carta: rough estimate from plot
,2018,0.85,,Green sea bass,,Paralabrax nebulifer,,,,,,,,,,carta: rough estimate from plot
,2017,0.8,,Green sea bass,,Paralabrax nebulifer,,,,,,,,,,carta: rough estimate from plot
,2016,0.75,,Green sea bass,,Paralabrax nebulifer,,,,,,,,,,carta: rough estimate from plot
,2015,0.7,,Green sea bass,,Paralabrax nebulifer,,,,,,,,,,carta: rough estimate from plot
