"state","office_name_clean","landing_site_clean","GOC_mel.est","final_lat","final_lon","final_lat.lon_level","final_lat.lon_source","ecorgn","location","OHI.region_geo.est","OHI_state.assign","OHI_region_est","GOC_region.assign","GOC_state.assign","GOC_est"
"SINALOA","LOS MOCHIS","20 NOVIEMBRE",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","CRUZ HUANACAXTLE","CORRAL DEL RISCO",NA,20.7748886814815,-105.512552351852,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","CORTINA, LA",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","ARROYO SAN PABLO",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"JALISCO","GUADALAJARA","PRESA CORRINCHIS","yes",20.4617393,-104.7798067,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO","yes",24.0816686111111,-109.993689166667,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LORETO","LA RAMADITA","yes",26.5843923611111,-111.570424722222,"state_office_site","Hem's state.site.office key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA","ENSENADA","JATAY","no",32.0132130555556,-116.858331111111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","PUERTO NUEVO","no",27.4787391666667,-114.599521388889,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","VILLA JESUS MARIA","PUNTA BAJA","no",29.9531705555556,-115.803593888889,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PUERTO SAN CARLOS","no",24.7897455555556,-112.108061944444,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","LAS BARRANCAS","no",26.0021622222222,-112.197419722222,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PUERTO CHALE","no",24.4241702777778,-111.552713055556,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","AGUA BLANCA","no",29.935,-115.716,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","PLAYA SAN QUINTIN","no",30.4667,-115.9539,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","SAN RAFAEL","yes",31.9572516666667,-116.297305277778,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","ARROYO ANCHO","no",29.90732,-115.707,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","POPOTLA","no",32.2805272222222,-117.030984861111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","CAMALU","no",30.8440347851852,-116.059763533333,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","ARBOLITOS O PUERTO KENNEDY","no",31.71114,-116.68595,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","PUNTA AZUFRE","no",30.388495,-115.97625,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PUERTO CAN CUN","no",24.551,-111.751,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","BAHIA CONCEPCION B.C.SUR.","yes",26.81,-111.89,"state_site","Mel's state.site key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"JALISCO","OCOTLAN","OCOTLAN","no",20.3556944444444,-102.764027777778,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","PENITA JALTEMBA","ESTERO SAN CRISTOBAL",NA,21.3915,-105.2002,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","PLATANO, EL",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"SINALOA","LOS MOCHIS","DRENES Y CANALES DEL VALLE DEL CARRIZO",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","LITORAL",NA,23.862,-106.734,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","TOPOLOBAMPO","CAMPO PESQUERO LAZARO CARDENAS",NA,25.6153795297504,-109.024498822464,"state_office","Hem's state.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","TOPOLOBAMPO","LITORAL",NA,23.862,-106.734,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","CD. OBREGON","PRESA A. OBREGON",NA,27.9064816393795,-110.86436487411,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA","EL ROSARIO","CAMPO NORTE","no",29.188,-118.368,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ISLA CEDROS","MUELLE FISCAL","no",31.8525,-116.633,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","PUERTO NUEVO","no",32.2428481944444,-116.932929027778,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","PUERTO ESCONDIDO","no",25.81173,-111.309,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","LOS BARRILES","yes",23.6806008333333,-109.7045775,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","SAN QUINTIN","EL AFERRADO",NA,30.5633555335022,-115.95323790306,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","SANTO DOMINGO","no",26.54235,-112.89885,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA COYOTE","no",24.5108147222222,-110.466567222222,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","LAS BARRANCAS","no",26.0021622222222,-112.197419722222,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","ESTERO SAN VICENTE","no",25.4618,-112.0854,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","OCOTLAN","SAN PEDRO ITZICAN","yes",20.3155555555556,-102.951944444444,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","OCOTLAN","JAMAY","no",20.2872498611111,-102.704858472222,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","OCOTLAN","EL ZAPOTE","no",20.8596940185185,-102.304261314815,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","PLAYA NORTE",NA,23.096,-106.288,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","CD. OBREGON","BAHIA TOBARI","yes",27.0652,-109.9985,"state_site","Hem's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","GUAYMAS","PLAYA DEL SOL","yes",27.5658,-110.413,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","PUERTO PENASCO","REC PORTUARIO","yes",27.92,-110.9,"state_site","Mel's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","BAHIA KINO","ISLA SAN ESTEBAN","yes",28.6963,-112.581,"state_office_site","Hem's state.site.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","CD. OBREGON","SANTO DOMINGO","yes",31.4678,-113.638,"state_site","Mel's state.site key","Upper_Gulf","sea","Region_5",NA,"Region_5","yes","yes","yes"
"SONORA","GUAYMAS","EL SAHUIMARO","yes",28.58,-111.762,"state_site","Hem's state.site key","Midriff_Region","sea","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","GUAYMAS","BAHIA KINO","yes",28.80836125,-111.948842638889,"state_site","Hem's state.site key","Midriff_Region","sea","Region_6",NA,"Region_6","yes","yes","yes"
"NAYARIT","TEPIC","NOVILLERO",NA,22.3783827777778,-105.659072361111,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TEPIC","CANCUN",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","BAHIA ASUNCION","SAN HIPOLITO","no",26.9880675,-113.979209444444,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA BENTONITA","no",23.9564,-110.8711,"state_site","Mel's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CAN CUN","no",24.551,-111.751,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN FELIPE","MUELLE","no",31.8525,-116.633,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ESTERO LA HERRADURA","no",24.733,-111.937,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ESTERO EL DATIL","no",26.5326271,-112.912955,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","PUNTA EUGENIA","no",27.8475993888889,-115.079460933333,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","EL SOCORRO","no",30.3116747222222,-115.817786944444,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","LA LOBERA","no",31.3438,-116.461,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","HUATABAMPO","GOLFO SANTA CLARA","yes",31.6899486111111,-114.500918611111,"state_site","Hem's state.site key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"BAJA CALIFORNIA","TIJUANA","AGUA BLANCA","no",29.935,-115.716,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","SAN CRISTOBAL","no",27.3987,-114.5021,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL ROSARIO","EL CAMPITO","no",32.1743306944444,-116.905018472222,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","ESTERO RANCHO BUENO","no",24.314,-111.407,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA LOBOS","no",23.41709515,-110.23066565,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","EL DATIL II","no",26.86,-113.17,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","OCOTLAN","LA ZAPOTERA","no",20.4591374074074,-102.634904814815,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TEPIC","FLORENO, EL",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"NAYARIT","TUXPAN","EMBARCADERO PESCADERO",NA,22.1853,-105.3223,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","CALIXTRA, LA",NA,22.4984442146623,-105.266154629021,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","SANTIAGO IXCUINTLA","VADO VILLA JUAREZ",NA,21.6867,-105.387,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"JALISCO","CHAPALA","TIZAPAN EL ALTO","no",20.1243055555556,-103.029583333333,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","CHAPALA","TUXCUECA","no",20.1227777777778,-103.146944444444,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","CHAPALA","PUERTO CORONA","no",20.19475,-103.278106111111,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ESCUINAPA","EL MEZCAL",NA,23.6908194444444,-106.151963425926,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","ESTERO MALINES",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","TAPO REVOLUCION",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","LAGUNA AGUA GRANDE",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","EL JITZAMURI",NA,26.2120833,-109.26380555,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","RIO DIQUES Y CANALES",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","EL ROSARIO","MARISMA EL HUIZACHE",NA,23.0980379467593,-105.898136535752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","TAPO POZO LA HACIENDA",NA,23.009387,-106.1562639,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","BAJOS DEL TIO NICHO",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","LAGUNA EL CAIMANERO",NA,22.9089782,-106.0680851,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","EL ROSARIO","ESTERO MALINES",NA,23.0980379467593,-105.898136535752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","EL TORTUGO",NA,25.4040447222222,-108.641563194444,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","LOS SABALOS",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","GUAYMAS","BALNEARIO VENECIA","yes",27.5643,-110.491,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","NAVOLATO","DAUTILLOS",NA,24.7226742222222,-107.974270711111,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","CAMPO EL COLORADITO",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","DISTRITO RIEGO NO.63",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","TUXPAN","EMBARCADERO STA. CRUZ",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","VENA PERICOS",NA,22.4217,-105.3522,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","EL DELGADITO","yes",26.6404,-111.8285,"state_site","Mel's state.site key","Central_Gulf","sea","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA SUR","PUNTA ABREOJOS","EL CARDON","no",26.7998763888889,-113.149438055556,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","ESTERO LA HERRADURA","no",24.733,-111.937,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PTO. ADOLFO LOPEZ MATEOS","ESTERO CANCUN","no",24.5597,-111.6402,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","BARRIO LA PLAYA","yes",23.06,-109.67,"state_site","Mel's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","PUERTO SAN CARLOS","no",24.7897455555556,-112.108061944444,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","CABO SAN LUCAS","yes",22.8970188888889,-109.925186111111,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"NAYARIT","SAN BLAS","MIRAMAR",NA,21.427285,-105.18685,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","LOS MOCHIS","CHICURA",NA,26.035,-109.404,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","EL FUERTE","EL PLATANITO",NA,26.2399714814815,-108.239734259259,"state_office_site","Hem's state.site.office key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"SINALOA","NAVOLATO","ALTATA",NA,24.635023875,-107.931134583333,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","PUERTO VALLARTA","EL SALADO","yes",20.81,-105.07,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9",NA,"Region_9","yes",NA,"yes"
"NAYARIT","SAN BLAS","ESTERO SAN CRISTOBAL",NA,21.3915,-105.2002,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","MAZATLAN","LITORAL",NA,23.862,-106.734,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","CD. OBREGON","LOS MELAGOS","yes",27.16386105,-110.3133055,"state_site","Hem's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","GUASAVE","EL MANGLITO",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","CHAPALA","AJIJIC","no",20.2596281481481,-103.222018518519,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TEPIC","EL PINO",NA,21.4826649167189,-104.547994171617,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL","no",23.7264594444444,-110.027239166667,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN LUCAS","yes",22.891,-109.888,"state_site","Mel's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","ENSENADA","BOCANA SANTO DOMINGO",NA,31.6803648342134,-116.441554571399,"state_office","Hem's state.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","EL FARO","no",31.7739,-116.6159,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","ARBOLITOS O PUERTO KENNEDY","no",31.71114,-116.68595,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","VILLA JESUS MARIA","PUNTA LA GRINGA","yes",29.0313694,-113.53887445,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"NAYARIT","SAN BLAS","ATICAMA",NA,21.4799858333333,-105.193931388889,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA","ENSENADA","EL ROSARIO","no",30.063,-115.763,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA LOS ANGELES","SAN JUAN LAS PULGAS","no",31.4048,-116.4971,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","ESCUINAPA","CORTINA LA PRESA EL PE%ON",NA,24.158135848652,-107.17831721137,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","PUERTO VALLARTA","RIO AMECA","yes",20.67,-105.27,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9",NA,"Region_9","yes",NA,"yes"
"JALISCO","PUERTO VALLARTA","ESTERO EL ERMITANO","yes",19.9736432,-105.4713569,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","PUERTO VALLARTA","ESTERO AGUA DULCE","no",20.07,-105.52,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9",NA,"Region_9","yes",NA,"yes"
"BAJA CALIFORNIA","SAN FELIPE","ESCOLLERA SAN FELIPE","yes",31.0173,-114.8335,"state_site","Mel's state.site key","Upper_Gulf","sea","Region_1",NA,"Region_1","yes",NA,"yes"
"BAJA CALIFORNIA","VILLA JESUS MARIA","BAHIA LOS ANGELES","yes",28.9890473611111,-113.555491388889,"state_site","Hem's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"SONORA","HUATABAMPO","EL SIARIC","yes",26.9224194,-109.8897808,"state_office_site","Hem's state.site.office key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","GUASAVE","LA PITAYA",NA,25.301,-108.517,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","GUADALAJARA","BORDO RUIZ CORTINEZ","yes",20.12,-104.34,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","TIJUANA","BAHIA LOS ANGELES","yes",28.9890473611111,-113.555491388889,"state_site","Hem's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LORETO","EL JUNCALITO","yes",25.771423,-111.314857,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS","yes",26.5446105555556,-111.547966388889,"state_office_site","Hem's state.site.office key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","EL CONEJO","no",24.0723425,-110.998320833333,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","ENSENADA BLANCA","yes",25.7278455555556,-111.253063055556,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","ISLA ANGEL LA GUARDA","yes",29.2898,-113.3649,"state_office_site","Hem's state.site.office key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA","EL ROSARIO","ARBOLITOS O PUERTO KENNEDY","no",31.71114,-116.68595,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","BAHIA LOS ANGELES","yes",28.9890473611111,-113.555491388889,"state_site","Hem's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA","SAN QUINTIN","PLAYA SAN QUINTIN","no",30.4667,-115.9539,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS MOCHIS","DISTRITO RIEGO NO.75",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","ESCUINAPA","LITORAL",NA,23.862,-106.734,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","GUADALAJARA","PRESA CALDERON","yes",20.41,-103.14,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TEPIC","ARROYO SECO",NA,21.7886122222222,-104.857249166667,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
