"state","landing_site","inside_GOC","est_habitat","lat_est","lon_est","latlon_est_flag","HemKey_lat","HemKey_lon","HemPermitKey_lat","HemPermitKey_lon","MelKey_lat","MelKey_lon"
"CHIAPAS","BARRA DE ZACAPULCO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EMB. VILLA DE ACALA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","ROSENDO SALAZAR",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EMBARCADERO SANTA TERESA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","ROMULO CALZADA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ARROYO ANCHO","no",NA,29.91164,-115.71,NA,29.91164,-115.71,29.903,-115.704,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","MULEGE","yes",NA,26.9076,-111.9558,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.9076,-111.9558,"Baja_California_Sur_North",NA
"SINALOA","CAMPO PESQUERO LAS AGUAMITAS",NA,NA,24.567,-107.791,NA,24.567,-107.791,NA,NA,NA,NA
"SINALOA","BAHIA DE OHUIRA",NA,NA,25.6311329,-108.985882,NA,25.6311329,-108.985882,NA,NA,NA,NA
"SINALOA","PRESA LAS HIGUERAS",NA,NA,23.044,-105.97,NA,23.044,-105.97,NA,NA,NA,NA
"SINALOA","CAMPO PESQUERO COSPITA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","20 DE NOVIEMBRE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","CORRAL DEL RISCO",NA,NA,20.7751,-105.512,NA,20.7751,-105.512,NA,NA,NA,NA
"NAYARIT","CORTINA, LA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","ARROYO DE SAN PABLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","SANTA MARIA DEL MAR",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","LAS PALMITAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","PRESA CORRINCHIS",NA,"freshwater",20.4617393,-104.7798067,NA,20.4617393,-104.7798067,20.5528,-104.7813,"Nayarit/Jalisco","Also called “Presa Corrinchis”, municipality of Mascota, Jalisco; commonly mapped dam."
"MICHOACAN","EL BANQUITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","SAN ISIDRO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PUNTA DE CASAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL PORTILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","MEDELLIN SEGUNDA SECCION",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","EL GUASIMO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","IGNACIO ZARAGOZA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL SARGENTO","yes",NA,24.0816686111111,-109.993689166667,NA,24.0816686111111,-109.993689166667,24.1172,-110.0003,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","LA RAMADITA (SAN NICOLAS)","yes",NA,26.7,-111.9,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.7,-111.9,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","JATAY","no",NA,32.0264261111111,-116.854962222222,NA,32.0264261111111,-116.854962222222,32,-116.8617,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","PUERTO NUEVO","no",NA,24.74,-111.96,NA,27.4787391666667,-114.599521388889,24.74,-111.96,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","LAS BARRANCAS","no",NA,26.0021622222222,-112.197419722222,NA,26.0021622222222,-112.197419722222,26.0368,-112.2501,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","AGUA BLANCA","no",NA,31.6879094444444,-115.905140555556,NA,31.6879094444444,-115.905140555556,29.935,-115.716,"Baja_California_South",NA
"BAJA CALIFORNIA","PLAYA SAN QUINTIN","no",NA,30.4667,-115.9539,NA,30.4667,-115.9539,30.4667,-115.9539,"Baja_California_South",NA
"BAJA CALIFORNIA","SAN RAFAEL","yes",NA,28.5766,-113.1228,NA,31.6737611111111,-116.526531388889,28.5766,-113.1228,"Baja_California_South",NA
"BAJA CALIFORNIA","POPOTLA","no",NA,32.2775544444444,-117.028669722222,NA,32.2775544444444,-117.028669722222,32.2835,-117.0333,"Baja_California_North",NA
"BAJA CALIFORNIA","CAMALU","no",NA,30.8430330555556,-116.062415,NA,30.8430330555556,-116.062415,30.8498,-116.0548,"Baja_California_South",NA
"BAJA CALIFORNIA","ARBOLITOS O PUERTO KENNEDY","no",NA,31.71114,-116.68595,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.71114,-116.68595,"Baja_California_North",NA
"BAJA CALIFORNIA","PUNTA AZUFRE","no",NA,30.39319,-115.985,NA,30.39319,-115.985,30.3838,-115.9675,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","PUERTO CAN CUN (O PTO. ROSS)","no",NA,24.551,-111.751,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.551,-111.751,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","BAHIA CONCEPCION B.C.SUR.","yes",NA,26.81,-111.89,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.81,-111.89,"Baja_California_Sur_North",NA
"GUERRERO","PLAYA LAS HAMACAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","OCOTLAN","no","freshwater",20.3513888888889,-102.768055555556,NA,20.3513888888889,-102.768055555556,20.356,-102.7694,NA,"Ocotlán on Lake Chapala"
"NAYARIT","ESTERO DE SAN CRISTOBAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LA PALMA 1",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","EL BARQUITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","PLATANO, EL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","JALAPA DEL MARQUEZ (VARADERO)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","DRENES Y CANALES DEL VALLE DEL CARRIZO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LITORAL (TOPOLOBAMPO)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","CAMPO PESQUERO LAZARO CARDENAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","PRESA A. OBREGON",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","CAMPO NORTE (EN I. GUADALUPE)","no",NA,29.0308,-118.28,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,29.0308,-118.28,"Baja_California_South",NA
"BAJA CALIFORNIA","MUELLE FISCAL","no",NA,31.8525,-116.633,NA,31.8525,-116.633,31.8525,-116.633,"Baja_California_North",NA
"BAJA CALIFORNIA","PUERTO NUEVO","no",NA,32.2425963888889,-116.934458055556,NA,32.2425963888889,-116.934458055556,32.2431,-116.9314,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","PUERTO ESCONDIDO","no",NA,28.08,-115.21,NA,25.81173,-111.309,28.08,-115.21,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","LOS BARRILES","yes",NA,23.6806008333333,-109.7045775,NA,23.6806008333333,-109.7045775,23.6773,-109.6975,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","EL AFERRADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTO DOMINGO","no",NA,25.4892366666667,-111.918331666667,NA,25.4892366666667,-111.918331666667,26.2947,-112.5977,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA COYOTE","no",NA,24.703125,-110.69659,NA,24.703125,-110.69659,24.066,-110.998,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","ESTERO SAN VICENTE","no",NA,25.4618,-112.0854,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.4618,-112.0854,"Baja_California_Sur_South",NA
"GUERRERO","EL ZACAMOLINAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BARRA DE POTOSI",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","SAN PEDRO ITZICAN",NA,"freshwater",20.3155555555556,-102.951944444444,NA,20.3155555555556,-102.951944444444,20.4703,-102.9904,"Nayarit/Jalisco","Peninsula on the north-east shore of Lake Chapala; fishing community."
"JALISCO","JAMAY","no","freshwater",20.2944997222222,-102.709716944444,NA,20.2944997222222,-102.709716944444,20.2978,-102.7186,NA,"Municipality of Jamay, NE shore of Lake Chapala (active fishing)."
"JALISCO","EL ZAPOTE","no","freshwater",20.80031,-102.335300277778,NA,20.80031,-102.335300277778,20.2833,-103.0482,NA,"There are multiple “El Zapote”; this one is lakeshore near Jamay/La Barca/Chapala zone consistent with the other keys in this batch."
"OAXACA","PLAYA EL MOJON",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","FTE PUEBLO VIEJO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","BAHIA SANTA CRUZ HUATULCO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PLAYA NORTE",NA,NA,23.096,-106.288,NA,23.096,-106.288,NA,NA,NA,NA
"SONORA","BAHIA TOBARI","yes",NA,27.0804,-110.048,NA,27.0804,-110.048,27.0652,-109.9985,"Sonora_South",NA
"SONORA","PLAYA DEL SOL","yes",NA,27.5658,-110.413,NA,27.5658,-110.413,27.5658,-110.413,"Sonora_South",NA
"SONORA","REC PORTUARIO","yes",NA,27.92,-110.9,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.92,-110.9,"Sonora_South",NA
"SONORA","ISLA SAN ESTEBAN","yes",NA,28.6963,-112.581,NA,28.6963,-112.581,28.6963,-112.581,"Sonora_Mid",NA
"SONORA","SANTO DOMINGO","yes",NA,31.4678,-113.638,NA,30.4491705555556,-110.550099722222,31.4678,-113.638,"Sonora_North",NA
"SONORA","EL SAHUIMARO","yes",NA,28.58,-111.762,NA,28.58,-111.762,28.58,-111.762,"Sonora_Mid",NA
"MICHOACAN","NUEVO PARAISO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","EL ZAPOTALITO, TUTUTEPEC, OAX.",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","NOVILLERO",NA,NA,22.3819655555556,-105.661344722222,NA,22.3819655555556,-105.661344722222,NA,NA,NA,NA
"NAYARIT","CANCUN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","RIO BALSAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN HIPOLITO","no",NA,26.9880675,-113.979209444444,NA,26.9880675,-113.979209444444,26.9694,-113.8349,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","PUNTA BENTONITA","no",NA,23.9564,-110.8711,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.9564,-110.8711,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","MUELLE","no",NA,30.47623,-115.959,NA,30.47623,-115.959,31.8525,-116.633,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","ESTERO LA HERRADURA","no",NA,24.733,-111.937,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.733,-111.937,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","ESTERO EL DATIL","no",NA,26.5326271,-112.912955,NA,26.5326271,-112.912955,24.8492,-112.1485,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA EUGENIA","no",NA,27.8473591666667,-115.0784025,NA,27.8473591666667,-115.0784025,27.8477,-115.0766,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","EL SOCORRO","no",NA,30.3116747222222,-115.817786944444,NA,30.3116747222222,-115.817786944444,30.2857,-115.8094,"Baja_California_South",NA
"BAJA CALIFORNIA","LA LOBERA","no",NA,29.43512,-115.18,NA,29.43512,-115.18,31.3438,-116.461,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","SAN CRISTOBAL","no",NA,27.3987,-114.5021,NA,25.3890675,-111.138606111111,27.3987,-114.5021,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","EL CAMPITO","no",NA,30.1465,-115.79,NA,32.1811613888889,-116.909536944444,30.1465,-115.79,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","ESTERO RANCHO BUENO","no",NA,24.314,-111.407,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.314,-111.407,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA LOBOS","no",NA,23.41992,-110.23,NA,23.41992,-110.23,23.344,-110.194,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","EL DATIL II (CAMPO PESQUERO DE SAN JOSE DE GRACIA)","no",NA,26.86,-113.17,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.86,-113.17,"Baja_California_Sur_North",NA
"GUERRERO","EL MANGLITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","VAR. EL PLAYON",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LA ISLA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LAS PALMITAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","SAN ISIDRO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LAS LAURAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","BELISARIO DOMINGUEZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","BARRA DE SAN JOSE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PLAYA CALETILLA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL MANGLE DE SAN PEDRO LAS PLAYAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL ZARZAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PLAYA OLVIDADA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","LA ZAPOTERA","no","freshwater",20.5204597222222,-102.508969444444,NA,20.5204597222222,-102.508969444444,20.38,-103.07,NA,"Small locality north of Tizapán-Zapotera corridor on Chapala’s SE–E edge; inland fishery / lakeshore settlements."
"OAXACA","ENSENADA MORRO AYUTA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","FLORE√±O, EL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE PESCADERO",NA,NA,22.1853,-105.3223,NA,22.1853,-105.3223,NA,NA,NA,NA
"NAYARIT","CALIXTRA, LA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","VADO DE VILLA JUAREZ",NA,NA,21.6867,-105.387,NA,21.6867,-105.387,NA,NA,NA,NA
"JALISCO","TIZAPAN EL ALTO","no","freshwater",20.1586111111111,-103.039166666667,NA,20.1586111111111,-103.039166666667,20.1561,-103.0433,NA,"Major fishing municipality on the southern shore of Lake Chapala."
"JALISCO","TUXCUECA","no","freshwater",20.1555555555556,-103.183888888889,NA,20.1555555555556,-103.183888888889,20.1984,-103.3602,NA,"Municipality of Tuxcueca (also on Chapala south shore)."
"JALISCO","PUERTO CORONA","no","freshwater",20.19475,-103.278106111111,NA,20.19475,-103.278106111111,20.1569,-102.8329,NA,"Small settlement/landing southeast of Chapala, connected to Tizapán corridor; sometimes appears as Puerto Corona de Arriba."
"SINALOA","EL MEZCAL",NA,NA,25.888815,-107.292854722222,NA,25.888815,-107.292854722222,NA,NA,NA,NA
"SINALOA","ESTERO MALINES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","TAPO REVOLUCION",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA AGUA GRANDE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","RIO DIQUES Y CANALES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","MARISMA EL HUIZACHE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","TAPO POZO DE LA HACIENDA",NA,NA,23.009387,-106.1562639,NA,23.009387,-106.1562639,NA,NA,NA,NA
"SINALOA","BAJOS DEL TIO NICHO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA EL CAIMANERO",NA,NA,22.9089782,-106.0680851,NA,22.9089782,-106.0680851,NA,NA,NA,NA
"SINALOA","EL TORTUGO",NA,NA,25.4080894444444,-108.649126388889,NA,25.4080894444444,-108.649126388889,NA,NA,NA,NA
"SINALOA","LOS SABALOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","BALNEARIO VENECIA","yes",NA,27.5643,-110.491,NA,27.5643,-110.491,27.5643,-110.491,"Sonora_South",NA
"SINALOA","DAUTILLOS",NA,NA,24.7227288888889,-107.974676944444,NA,24.7227288888889,-107.974676944444,NA,NA,NA,NA
"SINALOA","CAMPO EL COLORADITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","DISTRITO DE RIEGO NO.63",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PLAYA TEACAPAN",NA,NA,22.524,-105.691,NA,22.524,-105.691,NA,NA,NA,NA
"NAYARIT","EMBARCADERO DE STA. CRUZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LA QUEBRADORA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","VENA DE PERICOS",NA,NA,22.4217,-105.3522,NA,22.4217,-105.3522,NA,NA,NA,NA
"GUERRERO","COL. VICENTE GUERRERO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LA PALMA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","RANCHERIA SANTA ISABEL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","ISLA MORELOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","CANAL ARENAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","VILLA DE ACALA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LOMA BONITA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL DELGADITO","yes",NA,26.6404,-111.8285,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.6404,-111.8285,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","EL CARDON","no",NA,26.5290486111111,-112.361856944444,NA,26.5290486111111,-112.361856944444,26.7842,-113.1501,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","ESTERO CANCUN","no",NA,24.5597,-111.6402,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.5597,-111.6402,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","yes",NA,22.8970188888889,-109.925186111111,NA,22.8970188888889,-109.925186111111,22.873,-109.895,"Baja_California_Sur_South",NA
"CHIAPAS","ESTACION MOJARRAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"COLIMA","VARADERO FONDEPORT",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","FRENTE AL TEMPLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LAGO DE CUITZEO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","MIRAMAR",NA,NA,21.43257,-105.198,NA,21.43257,-105.198,NA,NA,NA,NA
"SINALOA","CHICURA",NA,NA,26.0070727777778,-107.538810833333,NA,26.0070727777778,-107.538810833333,NA,NA,NA,NA
"SINALOA","EL PLATANITO",NA,NA,26.3520769444444,-108.12906,NA,26.3520769444444,-108.12906,NA,NA,NA,NA
"SINALOA","ALTATA",NA,NA,24.63577,-107.931038333333,NA,24.63577,-107.931038333333,NA,NA,NA,NA
"JALISCO","EL SALADO",NA,"marine",20.6489,-105.2256,NA,21.9532430555556,-101.768788055556,20.6489,-105.2256,"Nayarit/Jalisco","El Salado = PV estuary, but key range is non-Jalisco; still marine"
"OAXACA","EL CORRAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LITORAL (MAZATLAN)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","LAGUNA MAYOR",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","PLAYA VICENTE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","EL MANGLITO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","AJIJIC","no","freshwater",20.2994444444444,-103.258055555556,NA,20.2994444444444,-103.258055555556,20.2949,-103.2561,NA,"Large lakeside fishing/tourism town, north shore of Lake Chapala."
"MICHOACAN","AGUA CALIENTE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","EL PINO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL PEDREGOSO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LOS PERALTA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL DATIL","no",NA,26.1988402777778,-112.223032222222,NA,26.1988402777778,-112.223032222222,24.3721,-111.4977,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","BOCANA SANTO DOMINGO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","EL FARO","no",NA,32.2883677777778,-115.323395277778,NA,32.2883677777778,-115.323395277778,31.7739,-116.6159,"Baja_California_North",NA
"BAJA CALIFORNIA","PUNTA LA GRINGA","yes",NA,29.0317388,-113.5367489,NA,29.0317388,-113.5367489,29.031,-113.541,"Baja_California_South",NA
"NAYARIT","ATICAMA",NA,NA,21.4836716666667,-105.196662777778,NA,21.4836716666667,-105.196662777778,NA,NA,NA,NA
"GUERRERO","PLAYA TLACOPANOCHA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN JUAN DE LAS PULGAS (VARADERO)","no",NA,31.4048,-116.4971,NA,31.4048,-116.4971,31.4048,-116.4971,"Baja_California_North",NA
"SINALOA","CORTINA DE LA PRESA EL PE%ON (AGUSTINA RAMIREZ)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","RIO AMECA",NA,"marine",20.67,-105.27,NA,20.67,-105.27,20.6,-105.28,"Nayarit/Jalisco","River that forms part of Jalisco/Nayarit boundary flowing into Bahía de Banderas; approximate mouth location."
"JALISCO","ESTERO EL ERMITA√ëO",NA,"marine",20.736,-105.398,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.736,-105.398,"Nayarit/Jalisco","Salt–marsh lagoon system north of Punta de Mita area; listed as “Estero El Ermitaño” in ecological references; often shown near Bahía de Banderas coastline."
"JALISCO","ESTERO AGUA DULCE","no","marine",20.07,-105.52,NA,20.07,-105.52,20.2845,-105.5172,NA,"small estuary south of PV"
