"state","main_species_group","CNP_Recommendation","Baseline_Total_Catch_2020_2022","Total_Catch_2023","CatchCompare_2023_vs_Baseline","Total_Catch_2024","CatchCompare_2024_vs_Baseline","Avg_CPUE_2020_2022","Avg_CPUE_2023","Avg_CPUE_2024"
"SINALOA","MERO",NA,9697.5,6161,"substantially lower",1392.8,"substantially lower",52.9993899655691,49.3121031746032,14.1110329485329
"SINALOA","MOJARRA",NA,6892976.12366667,5350100,"lower",6726475.518,"similar",863.361961913604,502.444175509504,590.253790808628
"SINALOA","OSTION",NA,1458248.14666667,815702,"substantially lower",1032148.84,"lower",1106.07949822631,374.180601663749,375.199985428185
"SINALOA","OTRAS",NA,5937336.50666667,3915261,"substantially lower",5174772.992,"lower",313.799882620007,208.200987331351,214.718053586114
"SINALOA","PAMPANO",NA,90661.7666666667,124059,"substantially higher",85477.9,"lower",55.6284564348683,109.092477349989,78.5478755939431
"SINALOA","PARGO",NA,1011928.80666667,1400591,"substantially higher",1622717.11,"substantially higher",96.5019093208973,170.495765411096,170.925361408401
"SINALOA","PECES DE ORNATO",NA,15,0,"substantially lower",0,"substantially lower",15,NA,NA
"SINALOA","PEPINO DE MAR",NA,11708,0,"substantially lower",9100,"lower",860.949665831245,NA,1516.66666666667
"SINALOA","PETO",NA,331.95,22,"substantially lower",0,"substantially lower",51.6958333333333,1.04761904761905,NA
"SINALOA","PIERNA",NA,4957.76666666667,16656,"qc flag: > 3x higher",1749.5,"substantially lower",189.230660522273,243.953623188406,72.4523809523809
"SINALOA","PULPO",NA,20,0,"substantially lower",0,"substantially lower",10,NA,NA
"SINALOA","RAYA Y SIMILARES",NA,735514.666666667,1126961,"substantially higher",1474597.06,"substantially higher",490.474873443379,695.466450243481,742.63708489633
"SINALOA","ROBALO",NA,630270.173333333,543918,"lower",843550.023,"substantially higher",221.413779090519,157.266926428237,176.3995629241
"SINALOA","RONCO",NA,104036.6,85640,"lower",77191.8,"lower",120.569897852787,125.768073336312,104.180334335789
"SINALOA","RUBIA Y VILLAJAIBA",NA,8635.56666666667,13229,"substantially higher",3735,"substantially lower",93.223971028971,89.4964753764754,55.0198412698413
"SINALOA","RUBIO",NA,124,0,"substantially lower",0,"substantially lower",14.5555555555556,NA,NA
"SINALOA","SARDINA",NA,84674895.1066667,126898917,"substantially higher",102980536.52,"higher",51270.098154895,47959.0774664786,47490.2406624791
"SINALOA","SIERRA",NA,2563314.88666667,2518566,"similar",3705653.48,"substantially higher",352.455407360123,354.174673537581,456.245239910465
"SINALOA","TIBURON",NA,5782355.36666667,5969424,"similar",11469691.475,"substantially higher",684.790543349612,903.71613997114,2589.63049888961
"SINALOA","TRUCHA",NA,2445,1221,"substantially lower",0,"substantially lower",182.25,407,NA
"SONORA","ABULON",NA,119,0,"substantially lower",0,"substantially lower",39.6666666666667,NA,NA
"SONORA","ALMEJA",NA,6343664.33333333,2346387,"substantially lower",2516243.65,"substantially lower",2280.72513824661,1230.07315010571,1347.33848558999
"SONORA","ANCHOVETA",NA,231821465,217441400,"lower",223834986.7916,"similar",77297.261635011,70094.1682840548,54764.7036138867
"SONORA","ATUN",NA,NA,50,"similar",0,"similar",NA,25,NA
"SONORA","BAGRE",NA,328529.95,252331,"lower",218767.5,"substantially lower",496.347757949171,357.327505217954,346.765170603675
"SONORA","BANDERA",NA,3289.5,5745,"substantially higher",2025,"substantially lower",243.739393939394,671.666666666667,116.071428571429
"SONORA","BAQUETA",NA,759256.45,597478,"lower",608907,"lower",241.686466297534,223.092401504916,221.151656264172
"SONORA","BARRILETE",NA,NA,0,"similar",89525,"similar",NA,NA,2500.69444444444
"SONORA","BERRUGATA",NA,4463289.06666667,8583946,"substantially higher",7579890.1,"substantially higher",1956.53345999112,2673.0324468247,2356.40349490687
"SONORA","BONITO",NA,187.5,400,"substantially higher",0,"substantially lower",37.5,133.333333333333,NA
"SONORA","CABRILLA",NA,235097.65,319014,"substantially higher",294078.2,"higher",136.26621876863,146.939641050275,157.396214623264
"SONORA","CALAMAR",NA,151124.033333333,41553,"substantially lower",89238,"substantially lower",450.682668069054,135.199391905188,212.058884730527
"SONORA","CAMARON",NA,90074183.3266667,10509326,"substantially lower",6819478,"substantially lower",12122.6676847727,735.210808718366,698.022459138112
"SONORA","CARACOL",NA,7262432.66666667,10331529,"substantially higher",7160333.48,"similar",2686.25463226639,3369.45986959868,3128.27404864408
"SONORA","CARPA",NA,374163.75,268039,"lower",178146.8,"substantially lower",454.145107749642,334.014733574897,242.584257178527
"SONORA","CAZON",NA,1026381.93333333,1413686,"substantially higher",1057783,"similar",495.847072423683,637.706214859531,781.248272631287
"SONORA","CINTILLA",NA,520,0,"substantially lower",0,"substantially lower",173.333333333333,NA,NA
"SONORA","CORVINA",NA,4454841.48333333,7131654,"substantially higher",6673827.2,"substantially higher",1522.71427325222,2661.64232377285,2136.08560179114
"SONORA","ESMEDREGAL",NA,52100,0,"substantially lower",600,"substantially lower",7850,NA,73.3333333333333
"SONORA","GUACHINANGO",NA,207945.916666667,127671,"substantially lower",91939.201,"substantially lower",305.597339466089,261.745421245421,204.972688266324
"SONORA","JAIBA",NA,7771547.4,7365630,"lower",4560525.69,"substantially lower",1025.90159833642,1197.97709672129,1064.01200030801
"SONORA","JUREL",NA,118637.166666667,73985,"substantially lower",175753.7,"substantially higher",221.961677349075,159.569953479906,311.451372217849
"SONORA","LANGOSTA",NA,13702.6666666667,22735,"substantially higher",29059,"substantially higher",112.627465127465,146.225589225589,172.957837301587
"SONORA","LENGUADO",NA,1964206.55,2151825,"higher",2150650.05,"higher",359.214966842679,401.837195065748,416.399407182124
"SONORA","LISA",NA,134486.466666667,142110,"higher",146198.75,"higher",279.728346230664,305.612824048538,337.334771825397
"SONORA","LOBINA",NA,2960.66666666667,1387,"substantially lower",2403.7,"lower",59.0518518518519,32.6740137227853,116.765555555556
"SONORA","MACARELA",NA,30101228.7733333,50397805,"substantially higher",33735232.1064,"higher",31971.1058254257,37304.4541722897,21384.1069874497
"SONORA","MERO",NA,43234.8666666667,30104,"substantially lower",18615.55,"substantially lower",257.751303435632,91.0962469733656,94.0757653061224
"SONORA","MOJARRA",NA,834792.733333333,337210,"substantially lower",457122.4,"substantially lower",1092.70916645884,293.348234548211,396.598605342026
"SONORA","OSTION",NA,305836,0,"substantially lower",0,"substantially lower",2334.62595419847,NA,NA
"SONORA","OTRAS",NA,60153446,20832963,"substantially lower",83497327.53,"substantially higher",4303.30565093271,1540.58052628949,6471.01608643525
"SONORA","PAMPANO",NA,38791.2666666667,10513,"substantially lower",3286,"substantially lower",771.752887875652,192.431746031746,65.2717086834734
"SONORA","PARGO",NA,400306.1,363804,"lower",292794.1,"lower",162.507710704377,139.601176041551,141.50320504533
"SONORA","PEPINO DE MAR",NA,4252.5,0,"substantially lower",0,"substantially lower",191.987179487179,NA,NA
"SONORA","PETO",NA,6000,0,"substantially lower",0,"substantially lower",1200,NA,NA
"SONORA","PIERNA",NA,52709.6166666667,39378,"lower",23816,"substantially lower",311.101428571429,352.251282051282,228.4125
"SONORA","PULPO",NA,200233.933333333,219497,"higher",246558.6,"higher",201.189579819191,205.564417566814,202.527425668399
"SONORA","RAYA Y SIMILARES",NA,1674006.58333333,1675843,"similar",2009454.65,"higher",650.709338729984,645.848643470239,815.599747839561
"SONORA","ROBALO",NA,14615.8,10954,"lower",11198.7,"lower",134.408284185234,124.624113475177,182.186904761905
"SONORA","RONCO",NA,18098.1666666667,13050,"lower",13054,"lower",287.617543859649,214.271505376344,247.424242424242
"SONORA","RUBIA Y VILLAJAIBA",NA,494,0,"substantially lower",162,"substantially lower",20.4821428571429,NA,20.25
"SONORA","RUBIO",NA,87,0,"substantially lower",0,"substantially lower",14.5,NA,NA
"SONORA","SARDINA",NA,354996867.746667,397894989,"higher",245109124.6548,"substantially lower",49761.7419694591,48182.0597423875,31240.5632888307
"SONORA","SIERRA",NA,3215859.70666667,5674638,"substantially higher",3640627.32,"higher",1660.95554596164,1975.50898299932,1616.75097812306
"SONORA","TIBURON",NA,1844723.55,1037706,"substantially lower",1819267.35,"similar",961.054176035791,939.693424537647,1158.88271992627
